,district_id,city_id,region_id
3557,,22881,11
3558,,21060,7
3559,14868.0,128,15
3560,,292,15
3561,,27162,10
3562,11445.0,1,15
3563,,35674,14
3564,,2023,11
3565,,51072,14
3566,,5338,11
3567,,29503,12
3568,,62552,7
3569,,14061,12
3570,,18111,2
3571,5405.0,26,7
3572,4514.0,38,6
3573,,2830,3
3574,,394,15
3575,,1326,1
3576,,3485,11
3577,,684,7
3578,,22305,1
3579,,2571,2
3580,,6931,7
3581,140653.0,160,1
3582,,1574,9
3583,,3223,14
3584,,35540,7
3585,,593,13
3586,,5881,15
3587,,4246,6
3588,,16940,11
3589,,17446,1
3590,8930.0,158,6
3591,,55704,7
3592,,11551,1
3593,,19750,7
3594,3852.0,180,12
3595,,64577,15
3596,,2396,8
3597,,14117,5
3598,,42101,14
3599,,566,6
3600,,50339,15
3601,,51570,7
3602,,1025,5
3603,11670.0,196,7
3604,300422.0,26,7
3605,,8831,7
3606,69419.0,4595,15
3607,,34705,14
3608,,1293,12
3609,,39428,7
3610,,67940,2
3611,,23186,8
3612,,39303,7
3613,,42625,4
3614,,33569,1
3615,,34720,15
3616,,17295,11
3617,,40090,1
3618,,38570,2
3619,,13157,14
3620,,64630,1
3621,,3936,9
3622,11191.0,168,12
3623,,7998,11
3624,96126.0,212,16
3625,,8046,9
3626,,43128,11
3627,61483.0,172,12
3628,,60783,14
3629,,3829,1
3630,,43844,15
3631,,17635,15
3632,24703.0,38,6
3633,,12270,7
3634,,6352,15
3635,,2229,14
3636,,1974,11
3637,,12366,16
3638,,2157,14
3639,,6295,2
3640,42260.0,176,12
3641,,29644,9
3642,,18646,11
3643,,2436,8
3644,,26175,1
3645,,10709,14
3646,39496.0,196,7
3647,,57953,1
3648,11289.0,198,8
3649,,955,7
3650,,25818,4
3651,,682,7
3652,2840.0,3138,1
3653,,46037,1
3654,,26212,16
3655,,802,7
3656,,10669,15
3657,,13011,6
3658,,11471,15
3659,,40470,14
3660,,43956,14
3661,,310,15
3662,,43070,7
3663,,52551,5
3664,,13525,8
3665,,20521,9
3666,,1265,11
3667,,17641,6
3668,,65433,7
3669,,2541,2
3670,,40234,11
3671,,8704,7
3672,,2852,3
3673,,48434,2
3674,,49601,1
3675,40256.0,196,7
3676,,20444,15
3677,,64624,5
3678,,661,13
3679,17.0,40,11
3680,6677.0,158,6
3681,36.0,43759,7
3682,,421,6
3683,,58491,6
3684,,46843,16
3685,,19164,11
3686,32763.0,1088,5
3687,,34295,16
3688,,32021,3
3689,55885.0,627,13
3690,,34180,2
3691,27558.0,1004,5
3692,,2595,4
3693,,1637,9
3694,,20256,1
3695,,53045,1
3696,10336.0,158,6
3697,,4531,15
3698,,13142,11
3699,23701.0,190,3
3700,,5556,7
3701,,47852,1
3702,,28548,16
3703,,20416,7
3704,,5342,11
3705,894.0,149,7
3706,,10223,6
3707,,12943,12
3708,,9848,6
3709,,25256,14
3710,,822,7
3711,,2592,4
3712,,47610,2
3713,40352.0,169,12
3714,42835.0,185,2
3715,6203.0,201,9
3716,,41113,6
3717,,9739,6
3718,,3015,10
3719,,50330,16
3720,,12496,14
3721,1768.0,40,11
3722,16978.0,166,12
3723,,20840,6
3724,,14145,11
3725,,1995,11
3726,,35240,1
3727,,51979,5
3728,,36300,7
3729,10594.0,134,12
3730,,50964,10
3731,,354,15
3732,,25505,7
3733,,1451,9
3734,,31336,7
3735,,34622,11
3736,,29309,9
3737,,2190,14
3738,,49349,8
3739,,1897,1
3740,,43252,1
3741,,23910,2
3742,,2372,12
3743,,28460,13
3744,,42295,12
3745,16765.0,26,7
3746,,19017,11
3747,,43285,15
3748,,12857,12
3749,,27389,12
3750,,1184,1
3751,,942,7
3752,,3153,14
3753,,3959,1
3754,17562.0,316,15
3755,29765.0,26,7
3756,37404.0,1167,16
3757,32302.0,26,7
3758,,1634,9
3759,,3889,6
3760,,31443,5
3761,,22655,7
3762,66301.0,38,6
3763,,532,6
3764,,39956,16
3765,,3847,1
3766,,905,7
3767,123046.0,751,7
3768,,19013,7
3769,,24655,14
3770,,24216,10
3771,,57757,7
3772,,32254,16
3773,,23283,6
3774,,16118,1
3775,,2380,12
3776,,18012,7
3777,,63127,14
3778,,35836,5
3779,,33764,9
3780,,56419,9
3781,,2235,14
3782,,5381,11
3783,,247,15
3784,,45227,15
3785,11286.0,193,4
3786,,3159,12
3787,300570.0,184,2
3788,,2225,14
3789,17041.0,158,6
3790,,1578,9
3791,300522.0,1,15
3792,,64038,14
3793,300622.0,26,7
3794,,31327,7
3795,,239,15
3796,,2334,12
3797,,11755,15
3798,,9080,12
3799,,32883,16
3800,,64336,15
3801,,18981,16
3802,,1114,5
3803,6388.0,176,12
3804,,67400,5
3805,,9591,11
3806,,2289,12
3807,,2415,8
3808,,12128,1
3809,24242.0,169,12
3810,,11846,16
3811,,10978,9
3812,,41452,15
3813,,1013,5
3814,,31159,13
3815,,5330,6
3816,,3522,6
3817,,49925,10
3818,,1879,16
3819,,56553,6
3820,,22882,6
3821,,22014,10
3822,57378.0,291,15
3823,,24554,14
3824,,34432,10
3825,,28158,10
3826,,5886,14
3827,,2778,3
3828,,1192,1
3829,,62511,8
3830,,22810,12
3831,,12217,12
3832,,16090,1
3833,,13350,15
3834,9462.0,186,2
3835,,17760,7
3836,,3082,7
3837,,38205,10
3838,,6073,9
3839,,24962,1
3840,,47899,2
3841,,60065,3
3842,,2280,12
3843,,2645,4
3844,4452.0,1004,5
3845,103554.0,4,15
3846,,31892,2
3847,,42385,14
3848,,2520,2
3849,,47756,6
3850,,36351,5
3851,,29247,15
3852,,2475,2
3853,,56191,2
3854,,10700,7
3855,,18014,12
3856,,40999,15
3857,,64632,15
3858,8020.0,1551,12
3859,,28216,1
3860,6145.0,164,5
3861,,9070,16
3862,,660,13
3863,,2630,4
3864,,22087,14
3865,,18663,11
3866,,32080,14
3867,,27632,5
3868,,49098,11
3869,,38752,3
3870,,16904,4
3871,57199.0,185,2
3872,,31060,1
3873,,255,15
3874,,545,6
3875,,65215,12
3876,,16087,9
3877,,43678,1
3878,,2579,4
3879,,37085,11
3880,,4406,1
3881,,64412,5
3882,56290.0,2395,8
3883,,9964,6
3884,34141.0,38,6
3885,,2449,8
3886,,51531,7
3887,,51877,14
3888,,14274,11
3889,,35423,15
3890,,51602,6
3891,,2994,10
3892,,1693,15
3893,,65847,12
3894,,14816,6
3895,,63203,11
3896,34254.0,174,12
3897,,32534,16
3898,,54265,16
3899,,60162,11
3900,,19502,2
3901,,23269,14
3902,,67102,14
3903,,36362,1
3904,,3107,11
3905,,10360,1
3906,,324,15
3907,,25457,12
3908,,45013,14
3909,,2639,4
3910,,5842,2
3911,70199.0,189,3
3912,,28690,15
3913,,472,6
3914,,11798,16
3915,,49694,7
3916,58582.0,2395,8
3917,,2274,12
3918,,42715,2
3919,,14260,14
3920,,49886,14
3921,,66578,14
3922,,19381,6
3923,,28135,10
3924,,2159,14
3925,,3679,11
3926,,6576,15
3927,,372,15
3928,,32842,16
3929,,604,13
3930,,2993,10
3931,,1648,9
3932,53174.0,1004,5
3933,,40985,7
3934,,31903,7
3935,,25331,15
3936,,33311,12
3937,,7170,11
3938,,43447,6
3939,5477.0,210,14
3940,,28269,5
3941,,19475,11
3942,,22535,16
3943,,6000,15
3944,,48822,7
3945,,59985,7
3946,,36045,10
3947,,11310,6
3948,,52301,7
3949,,2131,16
3950,,48782,14
3951,,41628,10
3952,,11618,7
3953,,57711,11
3954,,29410,1
3955,,42888,14
3956,,16088,9
3957,,57473,4
3958,,21722,11
3959,,2192,14
3960,4819.0,39,1
3961,39006.0,181,13
3962,,2697,15
3963,,54368,11
3964,,3827,6
3965,,3103,7
3966,,2394,8
3967,,5369,1
3968,,44066,1
3969,,40054,12
3970,7964.0,213,16
3971,,45674,15
3972,,12838,12
3973,,65192,2
3974,37392.0,178,12
3975,,26544,7
3976,,42694,9
3977,,13494,16
3978,5111.0,1120,5
3979,,28684,11
3980,,22442,15
3981,,15585,9
3982,,6050,15
3983,,228,15
3984,,37441,7
3985,,20228,15
3986,,6953,1
3987,,1588,9
3988,,53249,5
3989,,62455,15
3990,,14876,3
3991,,1748,12
3992,,17734,16
3993,,23469,1
3994,,30630,1
3995,,23023,6
3996,54233.0,38,6
3997,,53624,14
3998,,13603,2
3999,,63462,12
4000,,27820,1
4001,,15374,2
4002,33077.0,26,7
4003,495.0,1004,5
4004,,6792,1
4005,,2888,3
4006,,60476,2
4007,,26130,7
4008,,48425,5
4009,,36430,7
4010,,11479,14
4011,,2867,3
4012,,45417,2
4013,,22969,7
4014,1084.0,171,12
4015,,1962,11
4016,,46188,6
4017,,50723,1
4018,,14424,1
4019,,52031,12
4020,,2628,4
4021,,20662,6
4022,,12419,11
4023,,13974,6
4024,,35425,7
4025,,14607,11
4026,,50559,3
4027,,962,7
4028,,1789,12
4029,,22012,10
4030,,2745,3
4031,,45607,9
4032,,46678,15
4033,,58556,2
4034,,36598,1
4035,,58332,7
4036,,23511,9
4037,4031.0,26,7
4038,,19417,7
4039,,353,15
4040,,62014,11
4041,,17257,14
4042,,7092,1
4043,1066.0,1705,1
4044,,5550,1
4045,2475.0,38,6
4046,,42022,1
4047,9110.0,548,6
4048,,17062,15
4049,,22584,6
4050,,16032,1
4051,,52152,1
4052,,748,7
4053,137942.0,178,12
4054,12379.0,178,12
4055,,2128,16
4056,,1620,9
4057,,6988,9
4058,,26202,1
4059,67459.0,291,15
4060,39365.0,180,12
4061,,60413,3
4062,,2622,4
4063,,63771,15
4064,,5892,16
4065,4117.0,1252,12
4066,,30366,4
4067,,14492,6
4068,18157.0,840,7
4069,,42188,11
4070,,26935,6
4071,,7958,2
4072,3984.0,169,12
4073,,34416,12
4074,,103,6
4075,,13336,1
4076,52991.0,40,11
4077,,56112,4
4078,,17695,12
4079,,25721,14
4080,,58876,1
4081,,28520,3
4082,291.0,190,3
4083,,61614,12
4084,,39670,11
4085,,708,7
4086,,21962,6
4087,,21232,2
4088,,721,7
4089,13064.0,158,6
4090,,18184,5
4091,,44514,9
4092,,2007,11
4093,,579,13
4094,,52596,13
4095,,49969,3
4096,7484.0,212,16
4097,,3420,2
4098,,31005,4
4099,,21408,3
4100,,1029,5
4101,,28835,7
4102,,6936,16
4103,,50228,12
4104,,13273,12
4105,,496,6
4106,,249,15
4107,,19380,5
4108,,455,6
4109,,27686,1
4110,,12685,1
4111,21336.0,176,12
4112,,22230,14
4113,,12131,1
4114,,577,13
4115,,9050,6
4116,,18657,11
4117,,13453,2
4118,,2597,4
4119,,5240,1
4120,,2117,16
4121,,19482,1
4122,,51936,11
4123,37657.0,181,13
4124,,6857,5
4125,,42562,9
4126,,7034,1
4127,,590,13
4128,,47498,15
4129,8881.0,186,2
4130,,48499,15
4131,,34224,11
4132,,19267,2
4133,,20986,16
4134,,19883,2
4135,,59700,14
4136,,24845,15
4137,,60978,14
4138,,305,15
4139,,17660,16
4140,,21978,7
4141,,27355,2
4142,,2906,3
4143,,11697,16
4144,,612,13
4145,,2427,8
4146,,23497,16
4147,,585,13
4148,300604.0,40,11
4149,,1688,12
4150,,32708,1
4151,,36329,15
4152,,2285,12
4153,,31606,15
4154,,16984,11
4155,47940.0,40,11
4156,,39335,13
4157,40.0,11367,7
4158,,12117,6
4159,,10161,2
4160,,611,13
4161,,52453,15
4162,,39654,4
4163,,13244,7
4164,12288.0,316,15
4165,9176.0,168,12
4166,,54204,16
4167,,23472,2
4168,,49594,12
4169,,25814,11
4170,,12467,4
4171,,9716,9
4172,19966.0,212,16
4173,,7562,14
4174,13498.0,1,15
4175,,19303,15
4176,,1036,5
4177,300466.0,1004,5
4178,,30584,15
4179,,50057,9
4180,,21852,7
4181,95.0,1,15
4182,,280,15
4183,,56320,13
4184,,44414,13
4185,,56562,10
4186,,14852,12
4187,,519,6
4188,,42642,12
4189,,15535,6
4190,,50922,10
4191,,39763,5
4192,,526,6
4193,,1234,1
4194,,41012,6
4195,,5197,6
4196,,62907,14
4197,,2292,12
4198,,7789,11
4199,6699.0,190,3
4200,,53505,9
4201,,29840,1
4202,11861.0,840,7
4203,,18247,16
4204,,63298,14
4205,,10207,11
4206,38342.0,26,7
4207,,50546,10
4208,,56925,9
4209,,2624,4
4210,,2411,8
4211,,466,6
4212,,3943,9
4213,,222,15
4214,,64635,10
4215,,1665,9
4216,,33382,15
4217,,6657,15
4218,,60102,10
4219,14527.0,161,12
4220,,20742,3
4221,,2563,2
4222,,2169,14
4223,,10373,7
4224,,57203,3
4225,,13686,1
4226,,10415,6
4227,,44786,14
4228,,49698,9
4229,,58475,6
4230,,1307,12
4231,,29066,1
4232,,16631,4
4233,,60290,3
4234,,30776,5
4235,,2172,14
4236,,38353,5
4237,,4057,2
4238,,35544,7
4239,,39071,5
4240,,66891,6
4241,,1963,11
4242,,21870,7
4243,,29538,7
4244,,2259,12
4245,,1247,9
4246,,22431,7
4247,,49760,14
4248,,416,6
4249,,2046,11
4250,,2113,16
4251,,63628,2
4252,,63387,7
4253,,55449,8
4254,,309,15
4255,,21244,2
4256,,48467,15
4257,3853.0,177,12
4258,,27539,7
4259,,1988,11
4260,,41417,3
4261,,20380,10
4262,,48147,14
4263,,2369,12
4264,,46652,11
4265,,52313,1
4266,8993.0,158,6
4267,,18074,7
4268,,83,1
4269,,10369,15
4270,,51883,10
4271,,40379,15
4272,,53699,3
4273,,63420,2
4274,,4606,15
4275,,62172,15
4276,,41949,7
4277,,805,7
4278,,14159,7
4279,,5220,2
4280,,61837,8
4281,,46492,7
4282,,31603,14
4283,,51343,10
4284,,2061,16
4285,,52772,4
4286,,56851,9
4287,12561.0,166,12
4288,,41038,7
4289,66232.0,190,3
4290,,14193,9
4291,,925,7
4292,,21248,2
4293,,24545,14
4294,8449.0,198,8
4295,,15670,12
4296,,66393,15
4297,300442.0,26,7
4298,,65343,12
4299,,65828,9
4300,,45469,7
4301,,16119,1
4302,,2120,16
4303,,62544,12
4304,,41828,4
4305,46093.0,1004,5
4306,,25281,11
4307,,58579,12
4308,,52129,4
4309,,56279,15
4310,,1516,15
4311,,2825,3
4312,,25027,12
4313,,2934,10
4314,,23815,11
4315,,15103,8
4316,,38336,6
4317,,49260,7
4318,,25786,6
4319,,2961,10
4320,,23746,1
4321,,64944,1
4322,,2266,12
4323,,34186,12
4324,,45712,11
4325,,57513,2
4326,,23412,7
4327,,9415,12
4328,,51310,2
4329,1624.0,190,3
4330,,67024,12
4331,,1546,9
4332,,63383,15
4333,,60770,16
4334,,1906,2
4335,,537,6
4336,,60627,14
4337,,337,15
4338,,62964,12
4339,,26406,16
4340,,1298,9
4341,,23836,9
4342,,52361,15
4343,,969,5
4344,,37514,9
4345,,988,5
4346,38946.0,26,7
4347,,43543,10
4348,,10069,8
4349,,25093,16
4350,,4730,3
4351,,49568,6
4352,,403,15
4353,,33231,14
4354,,46510,13
4355,,21285,7
4356,,57570,15
4357,,44573,2
4358,30389.0,807,7
4359,7644.0,166,12
4360,,3955,7
4361,,52336,14
4362,,45365,3
4363,,613,13
4364,,25159,15
4365,49992.0,178,12
4366,6386.0,176,12
4367,8096.0,176,12
4368,,1569,9
4369,,32387,1
4370,,11708,6
4371,2492.0,213,16
4372,7480.0,172,12
4373,69516.0,204,10
4374,,57430,10
4375,,30159,7
4376,,27492,7
4377,,7889,16
4378,,61102,12
4379,,33114,1
4380,2330.0,134,12
4381,,929,7
4382,,40899,3
4383,,19244,14
4384,,19763,8
4385,,11574,12
4386,,6127,7
4387,,2082,16
4388,,18527,12
4389,,319,15
4390,,1523,7
4391,,521,6
4392,300432.0,26,7
4393,45845.0,164,5
4394,,330,15
4395,,56655,12
4396,,29720,3
4397,,38995,1
4398,,31886,7
4399,,63929,15
4400,,8514,4
4401,,15332,15
4402,,3758,14
4403,,57745,12
4404,,35018,16
4405,,27216,10
4406,,6564,3
4407,34015.0,26,7
4408,,458,6
4409,,44298,10
4410,,15721,15
4411,89.0,1,15
4412,66103.0,627,13
4413,,18863,11
4414,,18843,7
4415,,6836,11
4416,23.0,40,11
4417,,2177,14
4418,6024.0,176,12
4419,,57299,14
4420,,15646,15
4421,,46046,2
4422,,40442,14
4423,,1123,5
4424,,28086,8
4425,,7413,11
4426,9459.0,186,2
4427,,964,7
4428,,2651,15
4429,,43943,8
4430,,28572,6
4431,,510,6
4432,,54222,11
4433,,4905,7
4434,,1802,7
4435,,27958,12
4436,,55363,7
4437,,2361,12
4438,,1483,9
4439,6393.0,161,12
4440,,62287,3
4441,,43438,14
4442,,17909,7
4443,,28266,16
4444,,39412,15
4445,10464.0,158,6
4446,,3406,11
4447,,36670,1
4448,,45333,11
4449,,48528,16
4450,,30364,7
4451,,6257,6
4452,,4666,15
4453,33177.0,140,12
4454,,7873,11
4455,11184.0,174,12
4456,,16787,14
4457,,26520,10
4458,,5168,1
4459,,36094,14
4460,,25082,15
4461,,46911,3
4462,,2025,11
4463,,631,13
4464,,6261,12
4465,,61156,12
4466,,15579,9
4467,,2267,12
4468,,23736,4
4469,,41791,11
4470,,38464,5
4471,,3085,2
4472,,43949,3
4473,,4006,5
4474,,60975,4
4475,,35787,1
4476,,40108,3
4477,,7397,7
4478,,60708,16
4479,,55082,2
4480,,15762,1
4481,15401.0,196,7
4482,,49634,7
4483,,8684,6
4484,,25386,11
4485,,10630,16
4486,,33691,2
4487,,50801,5
4488,65994.0,26,7
4489,,41592,11
4490,,28662,1
4491,,38736,13
4492,71916.0,193,4
4493,,39930,9
4494,,4307,1
4495,,18533,9
4496,,30494,10
4497,10250.0,26,7
4498,,15017,9
4499,,38209,15
4500,,8955,2
4501,27014.0,26,7
4502,,15713,4
4503,84632.0,193,4
4504,,47889,1
4505,,4916,2
4506,,2459,2
4507,,2145,14
4508,,19657,7
4509,,5789,9
4510,,28314,9
4511,,7319,11
4512,,572,13
4513,,46001,15
4514,,1999,11
4515,,31019,1
4516,13157.0,210,14
4517,,46196,1
4518,,56253,6
4519,,10568,14
4520,,2950,10
4521,,56528,2
4522,,8943,15
4523,,10140,1
4524,,26572,5
4525,,53897,2
4526,,33641,11
4527,,44741,7
4528,,62526,1
4529,,2578,4
4530,,8690,16
4531,62458.0,187,2
4532,,54506,14
4533,,5837,1
4534,,35246,11
4535,,59817,12
4536,,340,15
4537,,33296,1
4538,,14862,7
4539,,31605,10
4540,,1980,11
4541,,6589,12
4542,,1592,9
4543,,59718,15
4544,,12045,6
4545,,52503,12
4546,,6098,1
4547,,47984,1
4548,,26299,2
4549,,18708,2
4550,,45001,1
4551,,3310,8
4552,,65865,4
4553,,25103,7
4554,294989.0,193,4
4555,37.0,7213,7
4556,,1229,15
4557,,32137,11
4558,,24782,9
4559,,1092,5
4560,300375.0,173,12
4561,,13661,6
4562,,51571,7
4563,24470.0,128,15
4564,,40080,1
4565,,38560,12
4566,,2348,12
4567,,37813,10
4568,,28516,5
4569,,47304,7
4570,,45501,5
4571,,23334,2
4572,,35851,14
4573,,254,15
4574,,25170,10
4575,,9697,12
4576,,1115,5
4577,,19165,6
4578,,17906,7
4579,,61849,15
4580,,66394,7
4581,,12684,7
4582,,5605,1
4583,,10959,6
4584,,11012,5
4585,,9315,6
4586,,28907,4
4587,,11746,16
4588,,439,6
4589,,25966,4
4590,,3613,15
4591,,331,15
4592,,34633,14
4593,1417.0,213,16
4594,,44078,1
4595,,2640,4
4596,,44175,6
4597,62165.0,627,13
4598,,21359,14
4599,,53084,15
4600,26480.0,1004,5
4601,,66508,7
4602,,18854,7
4603,,47210,15
4604,,67156,11
4605,,1048,5
4606,15695.0,173,12
4607,,323,15
4608,,29301,16
4609,,19950,16
4610,,49491,7
4611,101.0,1,15
4612,,48198,2
4613,,63901,9
4614,,7973,2
4615,,52359,7
4616,,448,6
4617,,3003,10
4618,,17144,15
4619,,7453,1
4620,,31586,1
4621,52483.0,168,12
4622,,15403,15
4623,,26948,7
4624,,21406,12
4625,3391.0,184,2
4626,,63213,8
4627,,26926,10
4628,,10110,6
4629,,26172,4
4630,,2976,10
4631,,45950,3
4632,,22962,7
4633,,7580,6
4634,,60573,3
4635,,9434,8
4636,,42770,13
4637,,23660,6
4638,,55627,13
4639,,827,7
4640,,43856,12
4641,,65911,7
4642,,15543,6
4643,,5942,15
4644,,2307,12
4645,,60251,1
4646,,15003,11
4647,,10525,7
4648,,7187,1
4649,11762.0,291,15
4650,,976,5
4651,,1333,1
4652,54042.0,1,15
4653,,42065,6
4654,,8425,11
4655,,21284,7
4656,,26785,4
4657,22651.0,175,12
4658,,2035,11
4659,25280.0,29134,2
4660,,11328,6
4661,,54384,11
4662,,11476,1
4663,,19786,6
4664,,2405,8
4665,,8330,7
4666,,64238,11
4667,,25268,12
4668,,20027,6
4669,,36894,10
4670,,57399,16
4671,,20323,16
4672,,22514,12
4673,,8832,7
4674,19033.0,26,7
4675,7134.0,2395,8
4676,,29225,5
4677,3493.0,173,12
4678,,15269,7
4679,,2632,4
4680,,26731,3
4681,,15578,9
4682,,56153,12
4683,,61621,6
4684,,64147,16
4685,,30249,5
4686,,14034,2
4687,,38241,15
4688,,240,15
4689,,1598,9
4690,,23314,12
4691,,2498,2
4692,,20095,12
4693,,38377,4
4694,,15300,6
4695,8983.0,193,4
4696,300542.0,172,12
4697,33822.0,64476,15
4698,,44906,2
4699,,23738,8
4700,,371,15
4701,,8568,7
4702,,55785,13
4703,,50297,14
4704,,22524,16
4705,,6717,7
4706,,11629,1
4707,,368,15
4708,,11092,6
4709,,7965,6
4710,,63088,7
4711,,426,6
4712,,62361,8
4713,,36083,9
4714,,1338,9
4715,,6710,6
4716,,51209,8
4717,,30909,16
4718,,54205,10
4719,,32860,7
4720,,8823,7
4721,,44183,6
4722,,51255,2
4723,300496.0,38,6
4724,,25552,7
4725,,16897,2
4726,1436.0,198,8
4727,,48341,1
4728,,23357,14
4729,,4138,12
4730,,24489,2
4731,,32029,10
4732,2161.0,201,9
4733,,64206,15
4734,,13642,9
4735,,2407,8
4736,,1645,9
4737,,62618,11
4738,,83021,1
4739,,2968,10
4740,,9737,16
4741,,41449,7
4742,,15722,4
4743,38565.0,203,10
4744,63433.0,158,6
4745,,67255,10
4746,,279,15
4747,,19584,12
4748,,6256,7
4749,,14821,6
4750,,60277,1
4751,,59914,16
4752,,32243,2
4753,,20324,2
4754,,51597,12
4755,,37011,8
4756,,60610,6
4757,,33162,1
4758,,5813,1
4759,,58625,6
4760,,965,7
4761,,42205,5
4762,,14971,7
4763,300634.0,1252,12
4764,,10237,1
4765,3731.0,291,15
4766,,21494,7
4767,,6819,1
4768,14.0,40,11
4769,,4021,1
4770,,651,13
4771,,47183,3
4772,,14668,11
4773,,2575,4
4774,,39925,7
4775,63815.0,164,5
4776,,67640,7
4777,1857.0,175,12
4778,,848,7
4779,,2073,16
4780,,2518,2
4781,,10988,11
4782,,24433,7
4783,,2920,10
4784,,2401,8
4785,,56468,1
4786,,2251,12
4787,,8765,15
4788,,29046,8
4789,,20925,6
4790,3453.0,190,3
4791,,54099,14
4792,,32328,10
4793,,2182,14
4794,,503,6
4795,,30262,13
4796,19374.0,1022,5
4797,,2297,12
4798,,11974,16
4799,,22644,7
4800,,61060,14
4801,,43487,7
4802,,2272,12
4803,,31250,15
4804,,52229,7
4805,,32416,15
4806,,66165,7
4807,,295,15
4808,,301,15
4809,,4,15
4810,,34305,16
4811,,2404,8
4812,,44922,4
4813,8493.0,627,13
4814,,39664,12
4815,,22799,14
4816,,21108,6
4817,15878.0,213,16
4818,,22649,7
4819,55350.0,178,12
4820,,37387,7
4821,,65804,16
4822,,44202,6
4823,,55577,1
4824,,57793,12
4825,,6100,15
4826,,26846,8
4827,,12911,6
4828,,31562,7
4829,,2446,8
4830,,29272,4
4831,,61040,11
4832,,35812,2
4833,,3753,6
4834,,64667,11
4835,300580.0,184,2
4836,,52891,10
4837,,43424,6
4838,,61624,6
4839,,23015,9
4840,,64404,1
4841,,29119,2
4842,,45595,5
4843,,1982,11
4844,,10984,6
4845,,42893,15
4846,,9177,7
4847,,10047,1
4848,,55502,15
4849,,18935,6
4850,,23219,15
4851,,7968,9
4852,,51111,14
4853,,19340,15
4854,,2386,8
4855,,7537,7
4856,,399,15
4857,,5642,8
4858,,2024,11
4859,,820,7
4860,,2293,12
4861,,2546,2
4862,,20985,7
4863,,65779,15
4864,,58470,1
4865,,58293,13
4866,,50218,15
4867,,31426,12
4868,,45644,7
4869,,806,7
4870,,1240,6
4871,,61672,14
4872,,31873,15
4873,,25546,2
4874,,15259,16
4875,7781.0,161,12
4876,,66684,3
4877,,788,7
4878,,27099,12
4879,,54151,2
4880,,65914,1
4881,,25290,7
4882,,56984,2
4883,,35842,15
4884,,39140,7
4885,,1542,9
4886,,46112,7
4887,58956.0,26,7
4888,,2922,10
4889,,35652,7
4890,,72961,7
4891,,66374,15
4892,,39994,16
4893,,376,15
4894,,28511,7
4895,55243.0,170,12
4896,,5038,12
4897,,2210,14
4898,,46125,4
4899,,44962,7
4900,,236,15
4901,,4158,11
4902,,48350,9
4903,,62920,7
4904,,35227,5
4905,,63569,10
4906,,22751,3
4907,9302.0,26,7
4908,12466.0,40,11
4909,,49885,14
4910,300379.0,173,12
4911,52280.0,627,13
4912,67404.0,196,7
4913,,17054,12
4914,,65988,16
4915,,647,13
4916,,596,13
4917,,19867,16
4918,,5506,6
4919,,2245,12
4920,,1579,9
4921,,58973,2
4922,,64346,15
4923,,9799,11
4924,,60231,1
4925,,58378,7
4926,,40282,11
4927,,15804,14
4928,,7666,14
4929,,43486,11
4930,,48407,3
4931,,50607,4
4932,,2305,12
4933,,12963,6
4934,,60114,11
4935,,13956,12
4936,,4674,15
4937,29809.0,1004,5
4938,,21652,4
4939,,29391,16
4940,,63618,7
4941,,7014,7
4942,,26371,14
4943,17417.0,181,13
4944,,457,6
4945,,31460,3
4946,,48521,1
4947,,3046,6
4948,,63604,1
4949,,54420,5
4950,,7458,7
4951,,8777,7
4952,,22327,7
4953,,19937,11
4954,21075.0,38,6
4955,,2689,6
4956,,26047,3
4957,,53073,5
4958,,57132,2
4959,,31896,12
4960,,8083,16
4961,,55709,12
4962,,48427,12
4963,,21278,7
4964,,43967,15
4965,,3396,14
4966,,8665,2
4967,,20764,2
4968,,51520,5
4969,,49373,7
4970,,49478,12
4971,,8782,11
4972,,2232,14
4973,,23222,7
4974,,61662,14
4975,,15344,2
4976,,5288,8
4977,,2070,16
4978,300590.0,184,2
4979,,29219,12
4980,,7052,12
4981,,58945,14
4982,,717,7
4983,,45599,7
4984,,18000,5
4985,,6506,2
4986,,14601,11
4987,,64720,14
4988,,57167,11
4989,,27043,16
4990,,778,7
4991,,42845,11
4992,,24154,4
4993,,59580,1
4994,20883.0,185,2
4995,,2260,12
4996,,62522,6
4997,,837,7
4998,,44157,5
4999,,61599,5
5000,,17842,2
5001,,24651,4
5002,,51935,4
5003,,427,6
5004,,4480,14
5005,,20854,11
5006,,36771,1
5007,,63531,5
5008,,9233,12
5009,,42738,4
5010,,3465,12
5011,,6878,6
5012,,22949,6
5013,,642,13
5014,,33415,9
5015,300468.0,1004,5
5016,,43983,2
5017,,62992,6
5018,,67723,7
5019,,477,6
5020,,5969,15
5021,,10864,1
5022,,16621,14
5023,,21699,1
5024,,56716,12
5025,,12168,7
5026,,29861,14
5027,,37398,2
5028,,42977,7
5029,,2946,10
5030,7838.0,809,7
5031,,678,7
5032,,43640,15
5033,,23605,6
5034,594.0,26,7
5035,,20622,14
5036,,6943,12
5037,,54042,14
5038,,64135,14
5039,,3356,3
5040,,34542,12
5041,,1840,1
5042,,312,15
5043,,41536,9
5044,,56474,14
5045,,35897,5
5046,,2516,2
5047,,34070,7
5048,,29027,13
5049,,25149,10
5050,,11653,7
5051,,860,7
5052,,2074,16
5053,,2851,3
5054,,456,6
5055,,8548,8
5056,,59541,10
